	address	attributes	AcceptsInsurance	AgesAllowed	Alcohol	Ambience	BYOB	BYOBCorkage	BestNights	BikeParking	BusinessAcceptsBitcoin	BusinessAcceptsCreditCards	BusinessParking	ByAppointmentOnly	Caters	CoatCheck	Corkage	DietaryRestrictions	DogsAllowed	DriveThru	GoodForDancing	GoodForKids	GoodForMeal	HairSpecializesIn	HappyHour	HasTV	Music	NoiseLevel	Open24Hours	OutdoorSeating	RestaurantsAttire	RestaurantsCounterService	RestaurantsDelivery	RestaurantsGoodForGroups	RestaurantsPriceRange2	RestaurantsReservations	RestaurantsTableService	RestaurantsTakeOut	Smoking	WheelchairAccessible	WiFi	business_id	categories	city	hours	Friday	Monday	Saturday	Sunday	Thursday	Tuesday	Wednesday	is_open	latitude	longitude	name	neighborhood	postal_code	review_count	stars	state	cuisine
69287	10100 W Charleston Blvd, Ste 150				full_bar	{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}		yes_corkage	{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}	False		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}		True	False		{'dairy-free': False, 'gluten-free': False, 'vegan': True, 'kosher': False, 'halal': False, 'soy-free': False, 'vegetarian': True}			False	False	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	average	False	True	dressy		False	True	3	True	True	True	no	True	free	qmymSqVwHYRqdwfcBatzpQ	Cocktail Bars, Sandwiches, Wine Bars, Bars, Restaurants, American (New), American (Traditional), Nightlife	Las Vegas		11:0-22:0	11:0-22:0	16:0-23:0	16:0-22:0	11:0-22:0	11:0-22:0	11:0-22:0	1	36.1594376869	-115.316628719	Vintner Grill	Summerlin	89135	658	4.0	NV	american
69681	3369 Thom Blvd, rose grilled					{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}						True										False				True					casual		False	True	2	False		True				893VryJbZcCm5V9xon_aLA	Sandwiches, Pizza, Restaurants, American (New), Cheesesteaks	Las Vegas									0	36.2200387	-115.2123514	Those Guys Pies	Northwest	89130	5	5.0	NV	american
69940	3400 Paradise Rd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				False		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False							False	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}			True		average		True	casual		False	True	2	True	True	True			free	xPuId11JJs0uy-QuPfifOw	Restaurants, American (New)	Las Vegas									1	36.1273341	-115.1547751	Grill 55	Eastside	89109	48	3.0	NV	american
70388	6450 S Durango Dr				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		True	False					False	False	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	average		True	casual		False	True	2	False	True	True	yes		free	Xy8R4AnLP3LxwFIYoPfhJg	Breakfast & Brunch, Nightlife, Restaurants, Pubs, Sports Bars, American (New), Bars, Pizza	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.0713588	-115.2788041	PT's Ranch	Spring Valley	89113	52	3.0	NV	american
70490	1235 E Pebble Rd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False						False	False	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}		True	True		average		False	casual		False	True	1	False	True	True			free	bymQ0lRnBar5scP4FERioQ	Restaurants, Nightlife, American (Traditional), Bars, American (New)	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.0276814	-115.1357861	Mulligan's Border Bar & Grill	Southeast	89123	48	4.0	NV	american
70800	1401 S Decatur Blvd				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True							True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}			False				False	casual		False	True	2	False	True	True			free	d2rFJ3_8ux87uyZVFGmlag	Burgers, American (New), Breakfast & Brunch, Food, Restaurants, American (Traditional)	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.15406	-115.20749	IHOP	Westside	89102	88	2.5	NV	american
71259	9510 S Eastern Ave				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}			{'monday': True, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}			True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}			False						True	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}		True	True	{'dj': True, 'background_music': True, 'no_music': False, 'karaoke': True, 'live': False, 'video': False, 'jukebox': False}	quiet		True	casual		True	True	2	True	True		outdoor			MozU1DoDVybr8QmrAy-XDg	Nightlife, American (New), Bars, Lounges, Restaurants	Las Vegas									0	36.0162554	-115.1187329	Bistro95Ten & Lounge	Southeast	89123	7	3.5	NV	american
72271	1735 E Warm Springs Rd					{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}																						average					False	True	1							d4Mw96Hb6ZoHEL2AxqGrbg	American (New), Local Services, Food, Restaurants	Las Vegas									1	36.0571893991	-115.12851061	Ice House America	Southeast	89119	5	5.0	NV	american
72604	9580 W Flamingo Rd				full_bar	{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}	True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}			False					False	False	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	average		True	casual		False	True	2	True	True	True	yes		free	ATGZLAWudXt5hQXQ1AVGDQ	American (New), Nightlife, Bars, Restaurants, Sports Bars	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.1156276	-115.3012141	SG Bar	Spring Valley	89147	145	3.5	NV	american
72874	2000 Fashion Show Dr				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}				False		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}		False							False	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}			True		average		False	casual		False	True	3	True	True	False		True	no	L7SKlQ4hH12eIqmabXzE0Q	Restaurants, American (New)	Las Vegas		6:30-22:0	6:30-22:0	6:30-22:0	6:30-22:0	6:30-22:0	6:30-22:0	6:30-22:0	1	36.129522	-115.172779	DJT	The Strip	89109	139	3.0	NV	american
73027	3850 Las Vegas Blvd S				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}				False		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False					False		True	{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}			False		quiet		False	casual		False	True	1	False	False	True			paid	91JwvxaCYhLWnAOWp_AmeQ	American (New), Cajun/Creole, Chicken Wings, Fast Food, Restaurants, Food	Las Vegas		10:0-1:0	10:0-1:0	10:0-1:0	10:0-1:0	10:0-1:0	10:0-1:0	10:0-1:0	1	36.0986889	-115.1752059	Popeyes Lousiana Kitchen	The Strip	89109	44	2.0	NV	american
73107	8955 S Eastern Ave				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True				True			True	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}			True		average		True	casual		False	True	2	True	True	True		True	free	biSsdqExmdvIKiFuowOadg	American (New), Restaurants, Asian Fusion, American (Traditional), Sushi Bars	Las Vegas		12:0-22:30		12:0-22:0	11:30-22:0	12:0-22:0	12:0-22:0	12:0-22:0	0	36.026510271	-115.119195395	Lucky Foo's Restaurant & Bar	Southeast	89123	307	4.0	NV	american
73335	3717 Las Vegas Blvd, Ste 285				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}	False		True	{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False	False					False	False	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	average		True	casual		False	True	2	True	True	True	outdoor		free	djbZ5uQPKw9N4Dq9QXhdNw	Sports Bars, American (Traditional), Nightlife, Bars, American (New), Restaurants	Las Vegas		11:0-2:0	11:0-1:0	11:0-2:0	11:0-1:0	11:0-1:0	11:0-1:0	11:0-1:0	1	36.1088224781	-115.172421614	Twin Peaks	The Strip	89109	459	3.5	NV	american
73678	801 E Flamingo Rd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}						True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True							True	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}			True		average		True	casual		False	True	2	True	True				free	OjAEW_EO1CKHFiioc-PsRw	American (New), Restaurants	Las Vegas		17:0-19:30				17:0-19:30			1	36.1146578	-115.1756607	Stan Fulton Bistro	The Strip	89109	4	4.0	NV	american
74314	2053 Pama Ln					{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}				False		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False							False	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}			False		quiet		False	casual		False	False	2	True	True	True			no	pmJqSsCfgbo3TxPWpQNLIw	Cafes, American (New), Restaurants	Las Vegas		10:0-14:0		10:0-14:0	10:0-14:0	10:0-14:0		10:0-14:0	0	36.0658388	-115.1239441	Artisanal Foods Cafe	Southeast	89119	35	4.5	NV	american
74655	3415 East Bonanza Rd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		True							True	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}			True		quiet		True	casual		False	True	1	False	True	True			free	cGwfdjfg-IVE5DC_d55xwA	Asian Fusion, American (New), Restaurants, American (Traditional)	Las Vegas		6:0-15:0	6:0-15:0	6:0-15:0	6:0-15:0	6:0-15:0	6:0-15:0	6:0-15:0	1	36.1734884	-115.1000743	Duffer's Bar and Grill		89101	3	3.5	NV	american
74795	9837 W Tropicana Ave				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		True	False					False	False	{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}		True	True				False	casual		False	True	2	False	True	True	yes	True	free	uz_pOxt-IForHNBcwUscJw	American (New), Restaurants, Nightlife, Bars, Sports Bars	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.099561	-115.30696	The Den LV	Spring Valley	89147	30	4.0	NV	american
75276	888 W Bonneville Ave				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True	False	True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False							True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}			False		quiet		True	casual		False	True	2	False	False	True		True	free	oKATEDDmUGDDr-tIbDX5Pg	Juice Bars & Smoothies, Food, Restaurants, American (New), Cafes, Sandwiches	Las Vegas		8:0-15:0	8:0-15:0			8:0-15:0	8:0-15:0	8:0-15:0	1	36.167252	-115.154643	Rachel's Kitchen	Downtown	89106	18	5.0	NV	american
75391	1661 E Sunset Rd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}	True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False	False					False	False	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	average		True	casual		False	True	2	False	True	True	yes		free	lHCwqXdDSmlmqe88WpjeEg	American (New), Nightlife, American (Traditional), Restaurants, Sports Bars, Breakfast & Brunch, Pubs, Bars	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.0713915	-115.1301345	Pt's Gold	Southeast	89119	62	2.5	NV	american
75797	4213 W Sahara Ave				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		True							False				True		loud		True	casual		False	True	1	False		True			free	C45YKxSDpBekWLPDl_-xBA	American (New), Lounges, Tapas/Small Plates, Gastropubs, Bars, Restaurants, Gay Bars, American (Traditional), Nightlife	Las Vegas		16:0-4:0	16:0-2:0	16:0-4:0	16:0-2:0	16:0-2:0	16:0-2:0	16:0-2:0	1	36.1440692	-115.1976272	The Phoenix Kitchen	Westside	89102	10	4.5	NV	american
77017	8310 S Rainbow Blvd, Ste 100				full_bar	{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}				True	False	True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False				False			True	{'dessert': True, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}			True		average		True	casual		False	True	2	True	True	True		True	free	sOYsxYYFl03PhHmz_rBDZQ	Restaurants, American (New)	Las Vegas		11:0-3:0	11:0-2:0	11:0-3:0	10:0-2:0	11:0-2:0	11:0-2:0	11:0-2:0	1	36.0373841989	-115.242948945	The Sparklings	Southwest	89139	797	4.0	NV	american
77159	1910 Village Center Cir, Ste 1				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		True							True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}			False		average		False	casual		False	True	2	False	True	True		True	no	E7WzNqwMMifJkPZtuKOgRg	Cafes, Food, Breakfast & Brunch, Caterers, American (New), Event Planning & Services, Sandwiches, Restaurants, American (Traditional)	Las Vegas		8:0-14:0	8:0-14:0	8:0-14:0	8:0-14:0	8:0-14:0	8:0-14:0	8:0-14:0	1	36.1933189476	-115.303941752	Eat Summerlin Proper	Summerlin	89134	156	4.0	NV	american
77407	2600 W Harmon Ave					{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}						True										True	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}								casual			True	3		True					5i-SK1EztIn6YnhcRvatTQ	American (New), Restaurants	Las Vegas									1	36.1092406	-115.1784884	Cafe Vetro	The Strip	89109	12	3.0	NV	american
77517	310 E Warm Springs Rd				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}				False		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}								False	False	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}		True	True				False	casual		False	True	1	False		True			free	b5uCtk5iUcdeSWBNAx40Ug	Nightlife, Bars, Pizza, Breakfast & Brunch, American (New), Pubs, Sports Bars, Restaurants	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.0577084236	-115.158676483	PT's	Southeast	89119	18	3.5	NV	american
78053	3111 S Valley View				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}						True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}									False			True						casual			True	1				yes	True	free	DsNyZcMu2f66WYaZ78EPTg	Nightlife, American (New), Bars, Restaurants, Sports Bars	Las Vegas		11:0-3:0	11:0-2:0	11:0-3:0	11:0-2:0	11:0-2:0	11:0-2:0	11:0-3:0	0	36.1323067	-115.1947193	Tequila Shack	Westside	89102	3	2.5	NV	american
79573	5135 S Fort Apache Rd, Ste 145				beer_and_wine	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}	True		True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		True	False					False	True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	average		True	casual		True	True	1	False	False	True	no	True	free	emwtizy_UAmUjcNP88I0Tw	Nightlife, Restaurants, Breakfast & Brunch, Arts & Entertainment, Music Venues, Beer, Wine & Spirits, Food, Cafes, Coffee & Tea, American (New)	Las Vegas		9:0-20:0	10:0-20:0	9:0-20:0	9:0-17:0	10:0-20:0	10:0-20:0	10:0-20:0	0	36.0952055	-115.2982296	Kaffe Live	Spring Valley	89148	47	4.5	NV	american
79881	5757 Wayne Newton Blvd				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				False	False	True	{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}		False				False			True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}			False		average		False	casual		False	False	2	False	False	True			no	ET8WuErpImo0zxS673gLxw	American (Traditional), American (New), Juice Bars & Smoothies, Vegetarian, Restaurants, Food, Comfort Food, Cafes	Las Vegas		4:30-19:30	4:30-19:30	5:0-19:30	5:0-19:30	4:30-19:30	4:30-19:30	4:30-19:30	1	36.080972	-115.135804	Rachel's Kitchen	Southeast	89136	46	4.0	NV	american
80143	7040 South Durango Dr, Ste 103					{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}						True										True								False	casual		False	True	1	False		True				qSNGooHe2XPOJMZI1mu-LQ	Restaurants, Sandwiches, American (Traditional), American (New)	Las Vegas									1	36.0601029976	-115.278773816	Subway	Spring Valley	89113	17	3.5	NV	american
80436	6605 Las Vegas Blvd, Ste 145				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}						True	{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}		True							True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}			True		average		True	casual		False	True	2	True	True	True		True	free	Tf13Wexrt6WmNw-CDW5Gyg	Italian, American (New), Restaurants	Las Vegas		11:0-0:0	11:0-23:0	11:0-0:0	11:0-23:0	11:0-23:0	11:0-23:0	11:0-23:0	0	36.0683629	-115.1726642	Meatball Spot	Southeast	89119	188	2.5	NV	american
81021	3225 Las Vegas Blvd N				none	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}				True		False	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False							True	{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}			False		average		True	casual		False	True	1	False	True	True			no	nEJYfCtVM44qFknVSLb4Ug	Automotive, American (New), Restaurants, Gas Stations	Las Vegas									1	36.217163	-115.0955011	Maverick Truck Stop	Sunrise	89115	21	3.5	NV	american
81282	2400 N Buffalo Dr, Ste 125				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}	True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False	False					False	False	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}		True	True	{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	average		False	casual		False	True	2	False	True	True	yes		free	aVmuRwieNxpW8vfC3s1jpg	Gastropubs, Bars, Nightlife, Restaurants, Event Planning & Services, Venues & Event Spaces, Pubs, Sports Bars, American (New)	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.2037425	-115.2598768	Sierra Gold	Summerlin	89128	92	3.5	NV	american
81402	4800 S Maryland Pkwy, Ste A				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': True, 'saturday': False}	True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False	False					False	False	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}	average		False	casual		False	True	1	False	True	True	yes		free	Apkr-qykgpUI5ltIw7B-7Q	Restaurants, Salad, American (New), Sports Bars, Pubs, Bars, Nightlife, Sandwiches	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.102755	-115.1360177	Stake Out Bar & Grill	University	89119	119	4.0	NV	american
81579	3900 Paradise Rd											True										False												True	2							wx_46jwjuX885DnQWyBCyg	Nightlife, Restaurants, Bars, American (New)	Las Vegas									0	36.1181114	-115.1542209	The Park Restaurant & Bar	Eastside	89109	4	4.0	NV	american
81714	3708 Las Vegas Blvd S				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}				False	False	True	{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}		False							False	{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}			True		average		False	casual		False	True	3	True	True	True		True	no	K0j_Znzin0jShXVnpvW86A	Restaurants, American (New), Spanish, Tapas/Small Plates	Las Vegas		12:0-0:0	12:0-23:0	12:0-0:0	12:0-23:0	12:0-23:0	12:0-23:0	12:0-23:0	1	36.1099462	-115.1753911	Jaleo	The Strip	89109	1173	3.5	NV	american
81805	921 N Buffalo Dr				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': True, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': True, 'saturday': False}	True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False	False					False	False	{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}		True	True	{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}	average		False	casual		False	True	2	False	True	True	yes		free	cWfqbkMit27-Pg_bPUTwCg	Bars, Nightlife, American (Traditional), American (New), Restaurants	Las Vegas									1	36.1822443827	-115.260271062	Roadrunner Saloon	Summerlin	89128	91	3.0	NV	american
82443	5630 S Hualapai Way				full_bar	{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}			{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}	True		True	{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}		False	False					False	False	{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}		True	True	{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}	average		False	casual		False	True	2	False	True	True	yes	True	free	KHROx3AxX8btg70JDPbIqg	Pubs, Dive Bars, American (Traditional), American (New), Bars, Restaurants, Nightlife, Sports Bars	Las Vegas		0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	0:0-0:0	1	36.086323	-115.3148261	PT's	Spring Valley	89148	49	3.5	NV	american
